Company,Title,Location,Salary
Google,"Territory Manager, Google Cloud Platform (Spanish)","Clanwilliam Pl, Dublin, Ireland",
Google,"Systems Program Manager, Public Sector, Google Cloud","1900 Reston Metro Plaza, Reston, VA 20190, USA; Sunnyvale, CA, USA; United States","The US base salary range for this full-time position is $194,000-$292,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process."
Google,"Program Manager, Data Center Construction","4200 Columbia Rd, The Dalles, OR 97058, USA","The US base salary range for this full-time position is $105,000-$158,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process."
Google,"Senior Software Engineering Manager, Google Workspace","Google Bldg 2930, 2930 Pearl St, Boulder, CO 80301, USA; Sunnyvale, CA, USA; United States","The US base salary range for this full-time position is $218,000-$326,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process."
Google,Senior Static Timing Methodology Engineer,"Bengaluru, Karnataka, India",
Google,Senior Data Center Operations Technician,"1430 Veterans Memorial Hwy, Council Bluffs, IA 51501, USA","The US base salary range for this full-time position is $83,000-$126,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Senior Software Engineer, Consent Governance","Munich, Germany; Germany",
Google,"Country Manager, Google Cloud","Vipod Residences, 6, Jalan Kia Peng, Kuala Lumpur, 50450 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",
Google,"Innovation Lead, Financial Services, Google Cloud","Claude Debussylaan 34, 15th floor, 1082 MD Amsterdam, Netherlands",
Google,"Student Training in Engineering Program (STEP), 2023","Seoul, South Korea",
Google,"Innovation Lead, Financial Services, Google Cloud","Six Pancras Square, 6 Pancras Sq, London N1C 4AG, UK",
Google,"Innovation Lead, Financial Services, Google Cloud","Madrid, Spain",
Google,"Software Engineering Intern, 2023","Seoul, South Korea",
Google,"Commodity Manager, Data Center Infrastructure Equipment",Singapore,
Google,Data Center Hardware Operations Manager,"New Albany, OH, USA","The US base salary range for this full-time position is $83,000-$126,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.

Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Learn more about "
Google,"Security Sales Specialist, Google Cloud","Six Pancras Square, 6 Pancras Sq, London N1C 4AG, UK; Munich, Germany; Parish, NY 13131, USA",
Google,"Industry Sales Lead, Telco, Google Cloud","Hong Kong; Seoul, South Korea",
Google,"Software Engineering Manager II, Google Cloud Networking","Google Building TC3, 805 11th Ave, Sunnyvale, CA 94089, USA; Seattle, WA, USA","The US base salary range for this full-time position is $174,000-$276,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.

Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Learn more about "
Google,"Field Sales Manager, Conglomerates, Google Cloud","Seoul, South Korea",
Google,Executive Business Partner,"Google Building C, 747 6th St South c, Kirkland, WA 98033, USA; Seattle, WA, USA; San Francisco, CA, USA; Sunnyvale, CA, USA; Boulder, CO, USA",
Google,"Data Center Electrical Engineer, Power Architecture","Google Building TC3, 805 11th Ave, Sunnyvale, CA 94089, USA; Atlanta, GA, USA; Austin, TX, USA; Chicago, IL, USA; McCarran, NV 89434, USA; New York, NY, USA; Reston, VA, USA; Seattle, WA, USA","The US base salary range for this full-time position is $110,000-$166,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Software Engineering Manager II, Google Cloud Business Platforms","Google Building Parkview, 601 N 34th St, Seattle, WA 98103, USA; Sunnyvale, CA, USA; Durham, NC, USA; Raleigh, NC, USA","The US base salary range for this full-time position is $174,000-$276,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.

"
Google,"Senior Software Engineer, Geo","Google Building 1395, 1395 Charleston Rd, Mountain View, CA 94043, USA",
Google,"Software Engineering Manager II, Google Cloud","Google Building Parkview, 601 N 34th St, Seattle, WA 98103, USA; San Francisco, CA, USA; United States","The US base salary range for this full-time position is $174,000-$276,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.

"
Google,"Senior Software Engineering Manager, Machine Learning, Labs","Google Building Parkview, 601 N 34th St, Seattle, WA 98103, USA; Mountain View, CA, USA; United States","The US base salary range for this full-time position is $218,000-$326,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Software Engineer III, Machine Learning, Core","Google Building C, 747 6th St South c, Kirkland, WA 98033, USA; Seattle, WA, USA; Sunnyvale, CA, USA","The US base salary range for this full-time position is $126,000-$190,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Senior Software Engineer, Android","Google Building 1395, 1395 Charleston Rd, Mountain View, CA 94043, USA; Austin, TX, USA","The US base salary range for this full-time position is $148,000-$230,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Software Engineer III, Infrastructure, Google Cloud Security and Privacy","Google Building C, 747 6th St South c, Kirkland, WA 98033, USA","The US base salary range for this full-time position is $126,000-$190,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Software Engineer III, Mobile (Android), Wear OS","Google Building 1395, 1395 Charleston Rd, Mountain View, CA 94043, USA; San Diego, CA, USA; San Francisco, CA, USA","The US base salary range for this full-time position is $126,000-$190,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.

Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Learn more about "
Google,"Senior Software Developer, Infrastructure, Google Cloud Data Management","Waterloo, ON, Canada; Alberta, Canada",
Google,"Group Product Manager, Google Cloud","Google Building Parkview, 601 N 34th St, Seattle, WA 98103, USA; Kirkland, WA, USA; San Francisco, CA, USA; Sunnyvale, CA, USA; New York, NY, USA; United States","The US base salary range for this full-time position is $194,000-$292,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.

"
Google,"Staff Software Engineer, Machine Learning, Labs","Google Building Parkview, 601 N 34th St, Seattle, WA 98103, USA; United States","The US base salary range for this full-time position is $174,000-$276,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process."
Google,"Product Manager II, Labs","Google Building Parkview, 601 N 34th St, Seattle, WA 98103, USA; Mountain View, CA, USA; United States","The US base salary range for this full-time position is $130,000-$201,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process."
Google,"Acquisitions Underwriter, Data Center Real Estate","345 Spear St, San Francisco, CA 94105, USA; Kirkland, WA, USA; New York, NY, USA; Sunnyvale, CA, USA",
Google,"Software Engineer II, Google Cloud","Warsaw, Poland",
Google,"Software Engineer III, Google Cloud Data Management","Google Building TC3, 805 11th Ave, Sunnyvale, CA 94089, USA","The US base salary range for this full-time position is $126,000-$190,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Software Engineer III, Infrastructure, Google Cloud Application Modernization","Google Building C, 747 6th St South c, Kirkland, WA 98033, USA; Seattle, WA, USA","The US base salary range for this full-time position is $126,000-$190,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process."
Google,"Group Product Manager, Labs","Google Building FAIR, 19510 Jamboree Rd, Irvine, CA 92612, USA; Los Angeles, CA, USA; Mountain View, CA, USA; Seattle, WA, USA; San Francisco, CA, USA; United States",
Google,"Field Sales Representative, Retail (English, French)","8 Rue de Londres, 75009 Paris, France",
Google,Technical Program Manager,"Clanwilliam Pl, Dublin, Ireland",
Google,"Technical Solutions Developer, Google Cloud","Waterloo, ON, Canada",
Google,Manufacturing Test Engineer,"10 10th St NE, Atlanta, GA 30309, USA; Arizona, USA; Texas, USA","The US base salary range for this full-time position is $125,000-$193,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Research Scientist, Scene and Object Understanding","Google Building 110, Brandschenkestrasse 110, 8002 Zürich, Switzerland; Munich, Germany",
Google,"Key Account Executive, Telecommunications, Google Cloud (English, German)","Frankfurt, Germany; Berlin, Germany; Hamburg, Germany; Munich, Germany",
Google,"Strategic Google Cloud Consultant, Chronicle","Madrid, Spain; Paris, France; Milan, Metropolitan City of Milan, Italy; Warsaw, Poland",
Google,Corporate Customer Activation Lead,"Google Building TC3, 805 11th Ave, Sunnyvale, CA 94089, USA; Austin, TX, USA; Cambridge, MA, USA; Chicago, IL, USA; New York, NY, USA; Los Angeles, CA, USA; Seattle, WA, USA; San Francisco, CA, USA","The US base salary range for this full-time position is $147,000-$221,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Logistics Operations Manager, Global Server Operations","10 10th St NE, Atlanta, GA 30309, USA; Sterling, VA, USA","The US base salary range for this full-time position is $150,000-$238,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Enterprise Account Manager, Google Cloud (English, German)","Vienna, Austria",
Google,"Software Engineering Manager, Fitbit Health Experiences","Warsaw, Poland",
Google,"Software Engineer, Kernel Security","Google Building 110, Brandschenkestrasse 110, 8002 Zürich, Switzerland; Switzerland","The US base salary range for this full-time position is $126,000-$190,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.

Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Learn more about "
Google,"Software Engineer, Site Reliability Engineering","Google Building 110, Brandschenkestrasse 110, 8002 Zürich, Switzerland",
Google,Software Engineer (English),"Shanghai, China; Beijing, China",
Google,"Field Sales Representative, Corporate, Google Cloud","Seoul, South Korea",
Google,"Group Analytics Manager, Performance Media","US-NYC-8510, 85 10th Ave, New York, NY 10011, USA; Atlanta, GA, USA; Mountain View, CA, USA; Los Angeles, CA, USA; San Francisco, CA, USA",
Google,"Senior Software Engineer, Google Cloud Networking","Google Building TC3, 805 11th Ave, Sunnyvale, CA 94089, USA; Cambridge, MA, USA; San Francisco, CA, USA; Google Building TC3, 805 11th Ave, Sunnyvale, CA 94089, USA; United States","The US base salary range for this full-time position is $148,000-$230,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process."
Google,"Technical Program Manager, Global Network Acquisition","Six Pancras Square, 6 Pancras Sq, London N1C 4AG, UK",
Google,"Recruiting Operations Specialists, gReach Program for People with Disabilities","Tokyo, Japan",
Google,"Software Engineering Manager II, Google Cloud Storage Capacity","Raleigh, NC, USA; Durham, NC, USA","The US base salary range for this full-time position is $174,000-$276,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.

Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Learn more about "
Google,"Senior Technical Solution Architect, Public Sector, Google Cloud","1900 Reston Metro Plaza, Reston, VA 20190, USA; Washington, DC, USA","The US base salary range for this full-time position is $203,000-$304,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process."
Google,"Leadership Program Manager I, Supply Chain, Google Cloud","10 10th St NE, Atlanta, GA 30309, USA; Sunnyvale, CA, USA",
Google,"Senior Staff Software Engineer, Machine Learning, Search","Google Building 1395, 1395 Charleston Rd, Mountain View, CA 94043, USA; Seattle, WA, USA; United States",
YouTube,"Staff Software Engineer, Machine Learning, YouTube","901 Cherry, 901 Cherry Ave, San Bruno, CA 94066, USA","The US base salary range for this full-time position is $174,000-$276,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Lead Group Product Manager, Technical Infrastructure, Google Cloud","Google Building TC3, 805 11th Ave, Sunnyvale, CA 94089, USA; Seattle, WA, USA; New York, NY, USA; Cambridge, MA, USA","The US base salary range for this full-time position is $194,000-$292,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Senior Software Engineer, Infrastructure, Google Cloud Business Platforms","Google Building TC3, 805 11th Ave, Sunnyvale, CA 94089, USA; New York, NY, USA; United States","The US base salary range for this full-time position is $148,000-$230,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Wireless Network Engineer, Mobility, Google Enterprise","500 W 2nd St, Austin, TX 78701, USA; New York, NY, USA; Sunnyvale, CA, USA; United States","The US base salary range for this full-time position is $134,000-$208,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.

Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Learn more about "
Google,"Cloud Security Manager, Professional Services","US-NYC-8510, 85 10th Ave, New York, NY 10011, USA; Sunnyvale, CA, USA","The US base salary range for this full-time position is $162,000-$257,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Contact Center AI Solution Manager, Professional Services Organization","10 10th St NE, Atlanta, GA 30309, USA; Austin, TX, USA; Houston, TX, USA; Reston, VA, USA; Chicago, IL, USA; Addison, TX, USA","The US base salary range for this full-time position is $134,000-$208,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Customer Engineer, Data Analytics, Looker, Google Cloud","345 Spear St, San Francisco, CA 94105, USA; Mountain View, CA, USA; Seattle, WA, USA; Sunnyvale, CA, USA","The US base salary range for this full-time position is  $118,000-$183,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Technical Account Manager, Google Cloud Customer Experience","Google Venice, 340 Main St, Venice, CA 90291, USA","The US base salary range for this full-time position is $150,000-$238,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Cloud Data Engineer, Professional Services, Healthcare, Google Cloud","500 W 2nd St, Austin, TX 78701, USA; Atlanta, GA, USA; Boulder, CO, USA; Chicago, IL, USA; Reston, VA, USA; Seattle, WA, USA","The US base salary range for this full-time position is $87,000-$131,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Staff Software Engineer, Infrastructure, Google Cloud Networking","US-RDU-518J, 518 W Jones St, Raleigh, NC 27603, USA; Durham, NC, USA","The US base salary range for this full-time position is $174,000-$276,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process."
Google,Data Center Server Operations Manager,"Bridgeport, AL 35740, USA","The US base salary range for this full-time position is $83,000-$126,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process."
Google,"Director, Product Management, Geo for Environment","Google Building 1395, 1395 Charleston Rd, Mountain View, CA 94043, USA","The US base salary range for this full-time position is $230,000-$346,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Software Engineer Manager II, Infrastructure, Core","Google Building TC3, 805 11th Ave, Sunnyvale, CA 94089, USA; Kirkland, WA, USA","The US base salary range for this full-time position is $174,000-$276,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Staff Software Engineer, Machine Learning, Google Cloud Platforms","Google Building TC3, 805 11th Ave, Sunnyvale, CA 94089, USA; Kirkland, WA, USA; Seattle, WA, USA","The US base salary range for this full-time position is $174,000-$276,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process."
Google,"Power Protection Systems Engineer, Advanced Technology and Innovation","Google Building TC3, 805 11th Ave, Sunnyvale, CA 94089, USA; McCarran, NV 89434, USA; New York, NY, USA; Reston, VA, USA","The US base salary range for this full-time position is $153,000-$242,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process."
Google,"Solutions Consultant III, gTech","Google Building 1395, 1395 Charleston Rd, Mountain View, CA 94043, USA",
YouTube,"Senior Staff Software Engineer, Full Stack, YouTube","901 Cherry, 901 Cherry Ave, San Bruno, CA 94066, USA; Mountain View, CA, USA","The US base salary range for this full-time position is $218,000-$326,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
